content_id,tmdb_id,title,content_type,country_code,runtime_minutes,episode_count,overview
120,1057001,귀공자,영화,KR,117.0,,"필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 마르코. 어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던 그의 앞에 정체불명의 남자 귀공자가 나타나 그를 추격하기 시작한다. 마르코 주위를 쑥대밭으로 만들며 숨통을 조여오는 귀공자를 필두로, 아버지의 막대한 유산을 차지하기 위해 마르코를 추격하는 재벌 2세 한이사, 필리핀에 이어 한국에서 우연히 마르코와 재회한 미스터리한 여자 윤주까지. 각기 다른 목적을 가진 이들은 단 하나의 타겟을 쫓아 모여들고, 그 무엇도 예측할 수 없는 혼란과 광기 속 마르코는 충격적인 진실을 마주하게 되는데…  단 하나의 타겟, 광기의 추격이 시작된다!"
121,291549,암살,영화,KR,139.0,,"1933년 조국이 사라진 일제 강점기, 대한민국 임시정부는 일본 측에 노출되지 않은 세 명을 암살작전에 지목한다. 대한독립군 저격수 안옥윤, 신흥무관학교 출신 속사포, 폭탄 전문가 황덕삼이 바로 그들. 김구의 두터운 신임을 받는 임시정부 경무국 대장 염석진은 이들을 찾아 나서기 시작한다. 암살단의 타깃은 조선주둔군 사령관 카와구치 마모루와 친일파 강인국. 한편 의문의 누군가에게 거액의 의뢰를 받은 청부 살인업자 하와이 피스톨이 암살단의 뒤를 추격하는데..."
122,560527,내안의 그놈,영화,KR,122.0,,"옥상에서 떨어진 고등학생 동현이 길을 가던 엘리트 아재 판수를 덮치면서 제대로 바뀐다!? 게다가 판수는 동현의 몸으로 첫사랑 미선과 존재도 몰랐던 딸 현정을 만나게 되는데… 대유잼의 향연, 넌 이미 웃고 있다!"
123,60192,미인도,영화,KR,108.0,,4대째 이어온 화원 가문의 막내딸이자 신묘한 그림솜씨로 오빠 신윤복에게 남몰래 대신 그림을 그려주던 7살 천재 윤정. 평범하던 그녀의 삶은 어느날 오빠의 자살로 인해 송두리째 뒤바뀐다. 그림을 위해 여자를 버리고 오빠 신윤복의 삶을 살게 된 것.  조선 최고의 화가 김홍도의 마음을 설레이게 할 만큼 빼어난 그림 실력을 가졌던 윤복은 자유롭고 과감한 사랑을 그려 조선 최초의 에로티시즘을 선보인다. 하지만 그의 '속화'는 음란하고 저급하다는 질타와 시기를 받는다.
124,204553,감시자들,영화,KR,119.0,,"범죄 대상에 대한 감시만을 전문적으로 담당하는 경찰 내 특수조직 감시반. 동물적인 직감과 본능으로 범죄를 쫓는 감시 전문가 황반장이 이끄는 감시반에 탁월한 기억력과 관찰력을 지닌 신참 하윤주가 합류한다. 그리고 얼마 후 감시반의 철저한 포위망마저 무용지물로 만든 범죄가 벌어진다. 단 3분만에 한 치의 실수도 없이 벌어진 무장강도사건. 얼굴도, 단서도 남기지 않은 그들의 존재에 모든 시선이 꽂힌다. 철저하게 짜여진 계획 하에 움직이며 1초의 오차도 용납하지 않는 범죄 조직의 리더 제임스. 자신의 존재를 절대 드러내지 않는 그는 감시반의 추적이 조여올수록 더욱 치밀하게 범죄를 이어간다. 더 이상의 범죄를 막기 위해 반드시 놈의 실체를 알아내야만 하는 감시반. 황반장과 하윤주는 모든 기억과 단서를 동원해 놈을 쫓기 시작하는데…"
125,124157,도둑들,영화,HK,135.0,,"한 팀으로 활동 중인 한국의 도둑 뽀빠이와 예니콜, 씹던껌, 잠파노. 미술관을 터는데 멋지게 성공한 이들은 뽀빠이의 과거 파트너였던 마카오박이 제안한 홍콩에서의 새로운 계획을 듣게 된다. 여기에 마카오박이 초대하지 않은 손님, 감옥에서 막 출소한 금고털이 팹시가 합류하고 5명은 각자 인생 최고의 반전을 꿈꾸며 홍콩으로 향한다.  홍콩에서 한국 도둑들을 기다리고 있는 4인조 중국도둑 첸, 앤드류, 쥴리, 조니. 최고의 전문가들이 세팅된 가운데 서로에 대한 경계를 늦추지 않는 한국과 중국의 도둑들. 팽팽히 흐르는 긴장감 속에 나타난 마카오박은 자신이 계획한 목표물을 밝힌다. 그것은 마카오 카지노에 숨겨진 희대의 다이아몬드. 성공을 장담할 수 없는 위험천만한 계획이지만 2천만 달러의 달콤한 제안을 거부할 수 없는 이들은 태양의 눈물을 훔치기 위한 작업에 착수한다. 그러나 진짜 의도를 알 수 없는 비밀스런 마카오박과 그런 마카오박의 뒤통수를 노리는 뽀빠이, 마카오박에게 배신당한 과거의 기억을 잊지 못하는 팹시와 팀보다 눈 앞의 현찰을 먼저 챙기는 예니콜, 그리고 한국 도둑들을 믿지 않는 첸과 중국 도둑들까지. 훔치기 위해 모였지만 목적은 서로 다른 10인의 도둑들은 서서히 자신만의 플랜을 세우기 시작하는데…"
126,518963,독전,영화,KR,123.0,,"아시아 최대 마약 조직 산하에 있는 마약 제조 공장에서 의문의 폭발 사고가 발생한다. 목숨을 잃을 뻔했던 조직의 후견인 연옥은 배신감을 느끼고, 조직의 수장 이 선생을 오랫동안 쫓아왔던 형사 원호를 직접 찾아가 중요한 정보를 흘린다. 유일한 생존자였던 락은 조직으로부터 버림받은 후 원호의 수사에 적극적으로 협조하기로 한다. 두 사람은 이 선생과 거래를 할 예정이었던 진하림과 헌신적인 조직원 선창 사이를 오가며 이 선생의 실체에 조금씩 다가간다. 그리고 원호와 락 앞에 거물급 조직 인사 브라이언이 모습을 드러낸다."
127,843794,정이,영화,KR,98.0,,"급격한 기후변화로 지구는 폐허가 되고 인류는 우주에 새로운 터전 쉘터를 만들어 이주한다. 수십 년째 이어지는 내전에서 윤정이는 수많은 작전의 승리를 이끌며 전설의 용병으로 거듭난다. 하지만 단 한 번의 작전 실패로 식물인간이 되고, 군수 A.I. 개발 회사 크로노이드는 그녀의 뇌를 복제해 최고의 A.I. 전투 용병 개발을 시작한다. 35년 후, 정이의 딸 윤서현은 정이 프로젝트의 연구팀장이 되어 전투 A.I. 개발에 힘쓴다. 끝없는 복제와 계속되는 시뮬레이션에도 연구에 진전이 없자, 크로노이드는 정이를 두고 또 다른 프로젝트를 준비한다. 이를 알게 된 서현은 정이를 구하기 위한 계획을 세우는데…"
128,921436,탈주,영화,KR,94.0,,"휴전선 인근 북한 최전방 군부대. 10년 만기 제대를 앞둔 중사 규남은 미래를 선택할 수 없는 북을 벗어나 원하는 것을 해 볼 수 있는 철책 너머로의 탈주를 준비한다. 그러나, 규남의 계획을 알아챈 하급 병사 동혁이 먼저 탈주를 시도하고, 말리려던 규남까지 졸지에 탈주병으로 체포된다. 탈주병 조사를 위해 부대로 온 보위부 소좌 현상은 어린 시절 알고 지내던 규남을 탈주병을 체포한 노력 영웅으로 둔갑시키고 사단장 직속보좌 자리까지 마련해주며 실적을 올리려 한다. 하지만 규남이 본격적인 탈출을 감행하자 현상은 물러설 길 없는 추격을 시작한다."
129,49283,해바라기,영화,KR,116.0,,"고교 중퇴 후 맨주먹으로 거리의 양아치들을 싹 쓸어버렸던 오태식. 그가 가석방되었다. 태식이 괴롭혔던 민석은 형사가 되었고 태식의 시다바리였던 양기와 창무는 서로 적이 되었다. 그러나 태식은 그들과의 앙금은 모른다는 듯 손에 낡은 수첩 하나를 쥐고 그 안에 적힌 하고 싶은 일들을 해나간다. 목욕탕도 가고, 호두과자도 먹고, 문신도 지우고... 그 수첩은 그가 감옥에서 소망한 하고 싶은 일들뿐 아니라 앞으로 지켜야 할 세 가지 약속도 적혀있다. ‘술마시지 않는다’, ‘싸우지 않는다’, ‘울지 않는다’..."
130,407887,인천상륙작전,영화,KR,110.0,,"1950년 6월 25일 북한의 기습 남침으로 불과 사흘 만에 서울 함락, 한 달 만에 낙동강 지역을 제외한 한반도 전 지역을 빼앗기게 된 대한민국. 국제연합군 최고사령관 더글라스 맥아더는 모두의 반대 속 인천상륙작전을 계획한다. 불가능에 가까운 작전. 이를 가능케 하는 것은 단 하나, 인천으로 가는 길이 확보되어야 하는 것뿐이다. 맥아더의 지시로 대북 첩보작전 ‘X-RAY’에 투입된 해군 첩보부대 대위 장학수는 북한군으로 위장 잠입해 인천 내 동태를 살피며 정보를 수집하기 시작한다. 하지만 인천 방어사령관 림계진에 의해 정체가 발각되는 위기에 놓인 가운데 장학수와 그의 부대원들은 전세를 바꿀 단 한번의 기회, 단 하루의 작전을 위해 인천상륙 함대를 유도하는 위험천만한 임무에 나서는데..."
131,570503,유열의 음악앨범,영화,KR,122.0,,"1994년 가수 유열이 라디오 DJ를 처음 진행하던 날, 엄마가 남겨준 빵집에서 일하던 미수는 우연히 찾아 온 현우를 만나 설레는 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다. 다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다. 계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람… 함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?"
132,128246,늑대소년,영화,KR,125.0,,"요양 차 가족들과 한적한 마을로 이사 간 소녀는 어둠 속에 몸을 숨긴 의문의 늑대소년을 발견한다. 야생의 눈빛으로 사람 같지 않은 행동을 보이는 소년에게 왠지 마음이 쓰이는 소녀는 먹을 것을 보고 기다리는 법, 옷 입는 법, 글을 읽고 쓰는 법 등 소년에게 세상에서 살아가는 방법들을 하나씩 가르쳐준다. 태어나 처음으로 자신을 향해 손을 내밀어준 소녀에게 애틋한 감정이 싹트는 소년.  그러던 어느 날 예기치 못한 위기 속에 소년의 숨겨져 있던 위험한 본성이 드러나고, 소년은 순식간에 마을 사람들에게 두려움과 공포의 대상이 되어버리는데……"
133,950253,천박사 퇴마 연구소: 설경의 비밀,영화,KR,98.0,,대대로 마을을 지켜 온 당주집 장손이지만정작 귀신은 믿지 않는 가짜 퇴마사 천박사. 사람의 마음을 꿰뚫는 통찰력으로 온갖 사건을 해결해온 그에게 귀신을 보는 의뢰인 유경이 찾아와 1억원이라는 수임료로 거절하기 힘든 제안을 한다. 천박사는 파트너 인배와 함께 유경의 집으로 향하고 그곳에서 벌어지는 사건을 쫓으며 자신과 얽혀 있는 부적인 설경의 비밀을 알게 되는데…
134,606403,특송,영화,KR,108.0,,예상치 못한 배송사고로 걷잡을 수 없는 사건에 휘말린 특송 전문 드라이버 은하. 어쩌다 맡게 된 반송 불가 수하물에 출처를 알 수 없는 300억까지. 경찰과 국정원의 타겟이 되어 도심 한복판 모든 것을 건 추격전을 벌이게 되는데…
135,435366,조작된 도시,영화,KR,126.0,,"게임 세계 속에서는 완벽한 리더지만 현실에서는 평범한 백수인 권유.  PC방에서 우연히 휴대폰을 찾아 달라는 낯선 여자의 전화를 받게 되고 이후, 영문도 모른 채 그녀를 잔인하게 살해한 범인으로 몰리게 된다. 모든 증거는 짜맞춘 듯 권유를 범인이라 가리키고,  아무도 그의 결백을 믿어주지 않는 가운데 권유의 게임 멤버이자 초보 해커인 여울은 이 모든 것이 단 3분 16초 동안, 누군가에 의해 완벽하게 조작되었음을 알게 된다. 특수효과 전문 데몰리션을 비롯 게임 멤버가 모두 모여 자신들만의 새로운 방식으로 사건의 실체를 추적해나가기 시작하고, 조작된 세상에 맞서기 위한 짜릿한 반격에 나서는데..."
136,346646,베테랑,영화,KR,123.0,,"한 번 꽂힌 것은 무조건 끝을 보는 행동파 서도철은 겁 없고, 못 잡는 것 없고, 봐주는 것 없는 특수 강력사건 담당 광역수사대. 오랫동안 쫓던 대형 범죄를 해결한 후 숨을 돌리려는 찰나, 서도철은 재벌 3세 조태오를 만나게 된다. 세상 무서울 것 없는 안하무인의 조태오와 언제나 그의 곁을 지키는 오른팔 최상무. 서도철은 의문의 사건을 쫓던 중 그들이 사건의 배후에 있음을 직감한다. 건들면 다친다는 충고에도 불구하고 포기하지 않는 서도철의 집념에 판은 걷잡을 수 없이 커져가고, 조태오는 이를 비웃기라도 하듯 유유히 포위망을 빠져 나가는데..."
137,572164,엑시트,영화,KR,103.0,,"대학교 산악 동아리 에이스 출신이지만 졸업 후 몇 년째 취업 실패로 눈칫밥만 먹는 용남은 온 가족이 참석한 어머니의 칠순 잔치에서 연회장 직원으로 취업한 동아리 후배 의주를 만난다. 어색한 재회도 잠시, 칠순 잔치가 무르익던 중 의문의 연기가 빌딩에서 피어 오르며 피할 새도 없이 순식간에 서울 도심은 유독가스로 뒤덮여 일대혼란에 휩싸이게 된다. 용남과 의주는 산악 동아리 시절 쌓아 뒀던 모든 체력과 스킬을 동원해 탈출을 향한 기지를 발휘하기 시작하는데…"
138,783110,밀수,영화,KR,129.0,,"1970년대, 바닷가에 인접한 작은 마을 군천엔 절친인 두 해녀 춘자와 진숙, 그리고 진숙의 동생이 살고 있다. 그들은 생계를 위해 항상 물 속에서 해산물들을 채집하는 일을 한다. 하지만 해변 근처에 공장들이 하나 둘 지어지면서, 해녀들의 생계에 곤란이 생기고 선원들은 생계를 위해서 밀수 일에 뛰어들게 된다. 그렇게 시작된 밀수업은 진숙의 가족이 감당하기 벅찰만큼 규모가 커지고 마을의 평화도 점차 깨지기 시작한다."
139,753091,더 문,영화,KR,129.0,,"2029년, 대한민국의 달 탐사선 우리호가 달을 향한 여정에 나선다. 위대한 도전에 전 세계가 주목하지만 태양 흑점 폭발로 인한 태양풍이 우리호를 덮치고 황선우 대원만이 홀로 남겨진다. 대한민국의 우주선이 달로 향한 것이 이번이 처음은 아니었다. 5년 전, 원대한 꿈을 안고 날아올랐지만 모두가 지켜보고 있는 가운데 공중 폭발로 산산이 부서졌던 나래호. 또다시 일어난 비극에 유일한 생존자인 선우를 지키기 위해 나로 우주센터 관계자들과 정부는 총력을 다하고 온 국민이 그의 생존을 염원한다. 선우를 무사 귀환시키기 위해서 5년 전 나래호 사고의 책임을 지고 산에 묻혀 지내던 전임 센터장 김재국이 다시 합류하지만, 그의 힘만으로는 역부족이다. 선우를 구출할 또 다른 희망인 NASA 유인 달 궤도선 메인 디렉터 윤문영에게 도움을 청해보지만 그마저 쉽지 않다. 재국은 또다시 누군가를 잃지 않기 위해 마지막으로 자신의 모든 것을 걸어 보는데... 우주에 홀로 고립된 대원과 그의 무사 귀환에 모든 것을 건 남자 살기 위한, 살려내기 위한 고군분투가 시작된다."
140,1151766,살인자 리포트,영화,KR,108.0,,"특종에 목마른 위기에 기자 백선주에게 자신이 연쇄살인범이라고 주장하는 정신과 의사 이영훈이 새로운 살인 예고와 함께 인터뷰 요청을 한다. 고민 끝에 선주는 호텔 스위트 룸에서 살인자와의 인터뷰를 시작하고, 그의 살인 동기가 환자의 치료 목적으로 시작되었다는 믿기지 않는 고백을 듣게 된다. 인터뷰가 진행될수록 무언가 잘못됨을 느끼고 도망가려던 선주는 지금 인터뷰를 멈추면 또 한 명이 살해될 것이라는 영훈의 충격적인 얘기를 듣게 되는데…"
141,499028,지금 만나러 갑니다,영화,KR,131.0,,"비가 오는 날 다시 돌아오겠다는 믿기 힘든 약속을 남기고 세상을 떠난 수아. 그로부터 1년 뒤 장마가 시작되는 어느 여름 날,  세상을 떠나기 전과 다름없는 모습의 수아가 나타난다. 하지만 수아는 우진이 누구인지조차도 기억하지 못한다. 자신을 기억하지 못해도 그녀가 곁에 있다는 사실만으로 행복에 젖은 우진과 자신이 기억하지 못하는 그와의 이야기가 궁금한 수아. 우진이 들려주는 첫 만남, 첫 사랑, 첫 데이트, 첫 행복의 순간을 함께 나누며 수아는 우진과 다시 사랑에 빠지는데…"
142,1039882,로기완,영화,KR,131.0,,탈북자 기완은 낯선 땅 벨기에에서 난민 지위를 인정받고자 사투를 벌인다. 가진 것은 없어도 간절하게 살고 싶은 기완과 삶의 이유를 잃어버린 마리. 그들이 서로에게 이끌리듯 빠져든다.
143,432836,살인자의 기억법,영화,KR,118.0,,"예전에는 연쇄살인범이었지만 지금은 알츠하이머에 걸린 병수. 우연히 접촉사고로 만나게 된 남자 태주에게서 자신과 같은 눈빛을 발견하고 그 역시 살인자임을 직감한다. 병수는 경찰에 그를 연쇄살인범으로 신고하지만 태주가 그 경찰이었고, 아무도 병수의 말을 믿지 않는다. 태주는 은희 곁을 맴돌며 계속 병수의 주변을 떠나지 않고, 병수는 혼자 태주를 잡기 위해 필사적으로 기록하고 쫓지만 기억은 자꾸 끊기고, 오히려 살인 습관들이 되살아나며 병수는 망상과 실제 사이에서 혼란스러워진다.  다시 시작된 연쇄 살인사건, 놈의 짓이 맞을까!"
144,453127,청년경찰,영화,KR,109.0,,"의욕충만 경찰대생 기준과 이론백단 경찰대생 희열. 둘도 없는 친구인 두 사람은 외출을 나왔다 우연히 납치 사건을 목격하게 된다.  목격자는 오직 두 사람 뿐. 기준과 희열은 학교에서 배운 대로 지체 없이 경찰에 신고한다. 하지만 복잡한 절차와 부족한 증거로 수사는 전혀 진행될 기미가 보이지 않는 상황! 1분 1초가 급박한 상황에서 아까운 시간만 흘러가자, 기준과 희열은 직접 발로 뛰는 수사에 나서기로 하고 예측 불가능한 상황을 마주하게 되는데…"
145,995926,베테랑 2,영화,KR,118.0,,"가족들도 못 챙기고 밤낮 없이 범죄들과 싸우는 베테랑 형사 서도철과 강력범죄수사대 형사들. 어느 날, 한 교수의 죽음이 이전에 발생했던 살인 사건들과 연관성이 있는 것으로 밝혀지며 전국은 연쇄살인범으로 인해 떠들썩해진다. 이에 단서를 추적하며 수사를 시작한 형사들. 하지만 이들을 비웃기라도 하듯, 연쇄살인범은 다음 살인 대상을 지목하는 예고편을 인터넷에 공개하며 또 한 번 전 국민을 흔들어 놓는다. 강력범죄수사대는 서도철의 눈에 든 정의감 넘치는 막내 형사 박선우를 투입한다. 그리고 사건은 새로운 방향으로 흐르게 되는데..."
146,964592,잠,영화,KR,94.0,,"행복한 신혼부부 현수와 수진. 어느 날, 옆에 잠든 남편 현수가 이상한 말을 중얼거린다. 그날 이후, 잠들면 마치 다른 사람처럼 변하는 현수. 깨어나면 아무것도 기억하지 못하는 현수는 잠들면 가족들을 해칠까 두려움을 느끼고 수진은 매일 잠드는 순간 시작되는 끔찍한 공포 때문에 잠들지 못한다. 치료도 받아보지만 현수의 수면 중 이상 행동은 점점 더 위험해져가고 수진은 곧 태어날 아이까지 위험에 빠질지도 모른다는 생각에 갖은 노력을 다해보는데…"
147,556509,사바하,영화,KR,122.0,,"신흥 종교 비리를 찾아내는 종교문제연구소 박목사. 최근 사슴동산이라는 새로운 종교 단체를 조사 중이다. 영월 터널에서 여중생이 사체로 발견되는 사건이 발생하고 이를 쫓던 경찰과 우연히 사슴동산에서 마주친 박목사는 이번 건이 심상치 않음을 직감한다. 터널 사건 유력 용의자의 자살, 그리고 실체를 알 수 없는 정비공 나한과 16년 전 태어난 쌍둥이 동생 금화의 존재까지, 사슴동산에 대해 파고들수록 박목사는 점점 더 많은 미스터리와 마주하게 되는데…"
148,146724,반창꼬,영화,KR,120.0,,매일 목숨을 내놓고 사건 현장에 뛰어들지만 정작 자신의 아내를 구하지 못한 상처를 간직한 소방관 강일. 매번 제 멋대로 말하고 거침없이 행동하며 상처도 사랑도 없는 척하지만 단 한번의 실수로 위기에 처한 의사 미수. 우연한 기회에 미수가 119 구조대 의용대원으로 일하게 되면서 같은 구조대에 있는 강일에게 처음으로 마음을 열고 적극적으로 다가간다. 모든 방법을 동원해 강일에게 애정공세를 펼치는 미수. 그리고 그런 그녀에게 까칠함으로 일관하던 강일 역시 조금씩 마음을 열기 시작한다. 과연 그들은 서로의 상처에 반창꼬를 붙여 줄 수 있을까?
149,38015,타짜,영화,KR,139.0,,"가구공장에서 일하며 남루한 삶을 사는 고니는 대학보다 가난을 벗어나게 해줄 돈이 우선인 청년. 어느 날 고니는 가구공장 한 켠에서 박무석 일행이 벌이는 화투판에 끼게 되지만, 고니는 그 판에서 3년 동안 모아두었던 돈 전부를 날리고 만다. 그것이 전문 도박꾼들이 짜고 친 판이었단 사실을 뒤늦게 안 고니는 박무석 일행을 찾아 나서고, 도박으로 시비가 붙은 한 창고에서 우연인 듯 필연처럼 전설의 타짜 평경장을 만난다. 그리고 잃었던 돈의 다섯 배를 따면 화투를 그만두겠단 약속을 하고, 그와 함께 본격적인 꽃싸움에 몸을 던지기 위한 동행길에 오른다."
150,958263,독전 2,영화,KR,116.0,,아직 추적은 끝나지 않았다. 집념에 불타는 형사가 아시아 최대 마약 조직의 진실과 그 실체를 찾기 위해 수사를 이어간다.
151,589174,담보,영화,KR,113.0,,"1993년 인천, 거칠고 까칠한 사채업자 두석과 종배는 떼인 돈 받으러 갔다가 얼떨결에 9살 승이를 담보로 맡게 된다. 뜻도 모른 채 담보가 된 승이와 승이 엄마의 사정으로 아이의 입양까지 책임지게 된 두석과 종배. 하지만 부잣집으로 간 줄 알았던 승이가 엉뚱한 곳에 있다는 것을 알게 된 두 사람은 승이를 데려와 돌보게 된다. 예고 없이 찾아온 아이에게 인생을 담보 잡힌 두석과 종배. 빚 때문에 아저씨들에게 맡겨진 담보 승이. 두석, 종배, 승이 세 사람은 어느덧 서로에게 특별한 존재가 되는데..."
152,585831,나쁜 녀석들: 더 무비,영화,KR,115.0,,"교도소 호송차량이 전복되고 최악의 범죄자들이 탈주하는 사상 초유의 사건이 발생한다. 이에 경찰은 수감 중인 범죄자가 흉악범을 잡는 극비 프로젝트인 ‘특수범죄수사과’를 다시 소집한다. 오구탁 반장은 과거 함께 활약했던 전설의 주먹 박웅철을 찾아가고, 감성 사기꾼 곽노순과 전직 형사 고유성을 영입해 새로운 팀을 구성한다. 새로운 멤버들이 합류해 더욱 강력하고 치밀하고 독해진 나쁜 녀석들. 이 사건을 파헤칠수록 배후에 거대한 범죄조직이 있다는 것을 직감한 그들은 더 나쁜 놈들을 소탕하기 위해 움직이기 시작하는데…"
153,629028,미션 파서블,영화,KR,104.0,,"입금만 되면 뭐든 가능해지는 흥신소 사장 우수한 앞에 어느 날 열정 충만 비밀 요원 유다희가 현금 천 만원과 함께 찾아 온다. 무기 밀매 사건을 해결하자며, 대놓고 공조를 요청해 온 것. 혼자일 때보다 둘일 때 더 눈에 띄는 두 사람. 작전을 거듭해 갈수록 사건은 커져만 가고, 형사들이 오해할만한 단서를 여기저기 흘리고 다녀 수배 목록에 오르기도 하지만 아찔한 이 공조를 멈출 수는 없다."
154,363093,대호,영화,KR,139.0,,"1925년, 조선 최고의 명포수로 이름을 떨치던 천만덕은 더 이상 총을 들지 않은 채, 지리산의 오두막에서 늦둥이 아들 석과 단둘이 살고 있다. 만덕의 어린 아들 석은 한 때 최고의 포수였지만 지금은 사냥에 나서지 않는 아버지에게 불만을 품는다.  한편, 마을은 지리산의 산군(山君)으로 두려움과 존경의 대상이자, 조선의 마지막 호랑이인 대호를 찾아 몰려든 일본군 때문에 술렁이고, 도포수 구경은 ‘대호’ 사냥에 열을 올린다."
155,1411577,넘버원,영화,KR,105.0,,엄마가 해준 밥을 먹을 때마다 눈앞에 알 수 없는 숫자가 보이기 시작한 하민. 숫자는 엄마의 음식을 먹을수록 하나씩 줄어들고 그 숫자가 0이 되면 엄마 은실이 죽는다는 사실을 알게 된 후 하민의 평범했던 일상이 한순간에 뒤집힌다. 엄마를 지키기 위해 하민은 온갖 핑계를 대며 집밥을 피하기 시작하는데…
156,574302,타짜: 원 아이드 잭,영화,KR,139.0,,"전설적인 타짜 짝귀의 아들이자 고시생인 일출은 공부에는 흥미가 없지만 포커판에서는 날고 기는 실력자다. 포커판에서 우연히 알게 된 마돈나의 묘한 매력에 빠져든 일출은 그녀의 곁을 지키는 이상무에게 속아 포커의 쓴맛을 제대로 배운다. 돈도 잃고 자존심까지 무너진 채 벼랑 끝에 몰린 그의 앞에 정체불명의 타짜 애꾸가 나타난다. 50억이 걸린 거대한 판을 설계한 애꾸는 전국에서 타짜들을 불러모은다. 무엇이든 될 수 있고, 누구든 이길 수 있는 원 아이드 잭 팀으로 모인 이들, 인생을 바꿀 새로운 판에 뛰어드는데..."
157,429450,판도라,영화,KR,136.0,,역대 최대 규모의 강진에 이어 원자력 폭발 사고까지  예고 없이 찾아온 초유의 재난 앞에 한반도는 일대 혼란에 휩싸이고  믿고 있던 컨트롤 타워마저 사정없이 흔들린다.  방사능 유출의 공포는 점차 극에 달하고  최악의 사태를 유발할 2차 폭발의 위험을 막기 위해  발전소 직원인 ‘재혁’과 그의 동료들은  목숨 건 사투를 시작하는데…
158,265851,우는 남자,영화,KR,117.0,,"낯선 미국 땅에 홀로 남겨져 냉혈한 킬러로 살아온 곤.  조직의 명령으로 타겟을 제거하던 중 예상치 못한 실수를 저지르고, 그는 자신의 삶에 깊은 회의를 느낀다. 그런 그에게 조직은 또 다른 명령을 내리고, 곤은 마지막 임무가 될 타겟을 찾아 자신을 버린 엄마의 나라, 한국을 찾는다. 남편과 딸을 잃고, 치매에 걸린 엄마를 돌보며 하루하루 절망 속에서 살아가고 있는 여자, 모경. 엄청난 사건에 연루된 것도 모른 채 일만 파고들며 술과 약이 없으면 잠을 이루지 못하던 그녀 앞에 딸의 죽음 뒤에 감춰진 진실을 알려주겠다는 한 남자가 다가온다.  잃을 것이 없는 남자와 남은 게 없는 여자, 그들이 절벽의 끝에서 만났다"
159,421928,럭키,영화,KR,112.0,,"냉혹한 킬러 형욱은 사건 처리 후 우연히 들른 목욕탕에서 비누를 밟고 넘어져 과거의 기억을 잃게 된다. 인기도, 삶의 의욕도 없어 죽기로 결심한 무명배우 재성은 신변 정리를 위해 들른 목욕탕에서 그런 형욱을 보게 되고, 자신과 그의 목욕탕 키를 바꿔 도망친다. 이후 형욱은 자신이 재성이라고 생각한 채, 배우로 성공하기 위해 노력하는데…"
160,158445,7번방의 선물,영화,KR,127.0,,최악의 흉악범들이 모인 교도소 7번방에 이상한 놈이 들어왔다! 그는 바로 6살 지능의 딸바보 용구. 평생 죄만 짓고 살아온 7번방 패밀리들에게 떨어진 미션은 바로 용구 딸 예승이를 외부인 절대 출입금지인 교도소에 반.입.하.는.것! 웃음과 감동 가득한 사상초유의 합동작전이 시작된다!
161,297721,강남 1970,영화,KR,135.0,,"호적도 제대로 없는 고아로, 넝마주이 생활을 하며 친형제처럼 살던 종대와 용기. 유일한 안식처였던 무허가촌의 작은 판자집마저 빼앗기게 된 두 사람은 건달들이 개입된  전당대회 훼방 작전에 얽히게 되고 그 곳에서 서로를 잃어버린다.  3년 후, 자신을 가족으로 받아 준 조직 두목 출신 길수의 바람과 달리, 잘 살고 싶다는 꿈 하나로 건달 생활을 하게 되는 종대. 정보와 권력의 수뇌부에 닿아있는 복부인 민마담과 함께 강남 개발의 이권다툼에 뛰어든 종대는 명동파의 중간보스가 된 용기와 재회하고, 두 사람은 정치권까지 개입된 의리와 음모, 배신의 전쟁터. 그 한 가운데에 놓이게 되는데…"
162,5488,싸이보그지만 괜찮아,영화,KR,105.0,,"엉뚱한 상상이 가득한 신세계 정신병원. 어느 날, 자기가 싸이보그라고 생각하는 소녀 영군이 이 곳으로 들어온다. 개성 강한 사람들이 머무르는 곳이지만, 여기서도 영군은 유독 눈에 띄는 아이. 형광등, 자판기 등에 말을 거는 영군을 사람들은 이해할 수 없다. 평소 남의 특징을 관찰한 후 훔치기를 잘 하는 남자 일순은 그런 그녀를 유심히 관찰한다. 싸이보그는 밥을 먹으면 안 된다는 생각 때문에 점점 야위어만 가는 영군을 위해 일순은 자신의 능력을 총동원하는데..."
